Date,Price,Open,High,Low,Vol.,Change %,EPU,GPRD,Gold
2014-08-07,592.8,589.8,595.1,587.9,2500.0,0.0051,97.70284412639134,177.72909545898438,1310.800048828125
2014-08-08,595.8,592.8,608.2,592.1,3110.0,0.0051,97.70284412639134,212.3964385986328,1308.9000244140625
2014-08-09,589.5,595.8,595.6,587.4,1420.0,-0.0106,97.70284412639134,142.10252380371094,1308.9000244140625
2014-08-10,592.1,589.5,596.6,588.1,1340.0,0.0043,97.70284412639134,117.51902770996094,1308.9000244140625
2014-08-11,575.9,592.1,593.6,571.7,2570.0,-0.0273,97.70284412639134,206.7042236328125,1308.5
2014-08-12,567.7,575.9,578.3,562.0,3330.0,-0.0143,97.70284412639134,150.57125854492188,1308.800048828125
2014-08-13,542.1,567.7,573.5,523.2,4820.0,-0.045,97.70284412639134,165.8466033935547,1312.800048828125
2014-08-14,504.8,542.1,544.9,495.9,10880.0,-0.0688,97.70284412639134,106.74224090576172,1313.9000244140625
2014-08-15,496.5,504.8,515.2,483.2,4770.0,-0.0165,97.70284412639134,131.8223419189453,1304.5
2014-08-16,522.0,496.5,524.3,483.2,3870.0,0.0515,97.70284412639134,83.90495300292969,1304.5
2014-08-17,485.5,522.0,524.7,478.2,3140.0,-0.0699,97.70284412639134,79.55948638916016,1304.5
2014-08-18,462.2,485.5,493.3,450.0,6380.0,-0.048,97.70284412639134,115.86087036132812,1297.699951171875
2014-08-19,485.1,462.2,487.0,455.8,5120.0,0.0496,97.70284412639134,216.1544952392578,1295.0999755859375
2014-08-20,516.8,485.1,521.8,468.5,5890.0,0.0653,97.70284412639134,123.02521514892578,1293.4000244140625
2014-08-21,517.9,516.8,537.2,511.4,5650.0,0.0022,97.70284412639134,153.53732299804688,1273.699951171875
2014-08-22,516.1,517.9,524.4,500.6,6030.0,-0.0036,97.70284412639134,109.5760269165039,1278.5999755859375
2014-08-23,497.7,516.1,516.8,494.0,3130.0,-0.0356999999999999,97.70284412639134,108.71361541748048,1278.5999755859375
2014-08-24,509.7,497.7,514.8,496.8,2530.0,0.0242,97.70284412639134,66.78563690185547,1278.5999755859375
2014-08-25,502.9,509.7,511.3,499.7,2740.0,-0.0133,97.70284412639134,167.60015869140625,1277.300048828125
2014-08-26,512.6,502.9,516.0,501.8,3530.0,0.0191,97.70284412639134,118.14370727539062,1283.800048828125
2014-08-27,515.2,512.6,527.4,512.7,3790.0,0.0052,97.70284412639134,143.0821075439453,1281.9000244140625
2014-08-28,510.8,515.2,521.6,503.3,4470.0,-0.0087,97.70284412639134,97.53470611572266,1288.699951171875
2014-08-29,512.6,510.8,515.2,506.7,3640.0,0.0034999999999999,97.70284412639134,157.33633422851562,1285.800048828125
2014-08-30,506.0,512.6,512.9,503.1,2630.0,-0.0129,97.70284412639134,127.5322265625,1285.800048828125
2014-08-31,481.8,506.0,508.3,478.3,6100.0,-0.0478,97.70284412639134,103.73385620117188,1285.800048828125
2014-09-01,477.2,481.8,487.5,471.8,6790.0,-0.0095,122.813628174305,227.84857177734375,1285.800048828125
2014-09-02,478.9,477.2,487.0,470.5,6750.0,0.0037,122.813628174305,219.2826690673828,1263.699951171875
2014-09-03,480.0,478.9,487.3,476.8,6140.0,0.0023,122.813628174305,184.26419067382812,1268.9000244140625
2014-09-04,491.0,480.0,498.5,476.3,8810.0,0.0227999999999999,122.813628174305,219.8441925048828,1265.0999755859375
2014-09-05,483.6,491.0,495.0,483.1,6040.0,-0.0149,122.813628174305,117.66925048828124,1265.800048828125
2014-09-06,484.5,483.6,491.4,480.8,3790.0,0.0017,122.813628174305,101.83300018310548,1265.800048828125
2014-09-07,485.8,484.5,490.7,478.5,3560.0,0.0026,122.813628174305,78.72647094726562,1265.800048828125
2014-09-08,475.7,485.8,487.0,469.5,8140.000000000001,-0.0207,122.813628174305,147.0210418701172,1252.699951171875
2014-09-09,474.9,475.7,478.6,467.5,7290.0,-0.0017,122.813628174305,110.5606689453125,1246.800048828125
2014-09-10,479.7,474.9,491.0,471.6,8290.0,0.0101,122.813628174305,131.67970275878906,1243.5
2014-09-11,478.5,479.7,488.9,474.6,6290.0,-0.0025,122.813628174305,118.18185424804688,1237.4000244140625
2014-09-12,477.7,478.5,479.7,471.1,5150.0,-0.0016,122.813628174305,168.17050170898438,1229.9000244140625
2014-09-13,478.2,477.7,480.6,474.6,5280.0,0.0009,122.813628174305,99.93549346923828,1229.9000244140625
2014-09-14,477.7,478.2,480.3,472.0,4210.0,-0.0009,122.813628174305,101.92516326904295,1229.9000244140625
2014-09-15,477.7,477.7,479.3,473.7,5630.0,0.0,122.813628174305,112.8726806640625,1233.5999755859375
2014-09-16,466.8,477.7,478.8,464.0,6520.0,-0.0229,122.813628174305,157.3469696044922,1235.199951171875
2014-09-17,461.1,466.8,469.4,458.3,7510.0,-0.0121,122.813628174305,159.79791259765625,1234.4000244140625
2014-09-18,424.3,461.1,462.3,408.8,8930.0,-0.0799,122.813628174305,118.05796813964844,1225.699951171875
2014-09-19,397.7,424.3,429.2,386.1,14970.0,-0.0626999999999999,122.813628174305,132.80625915527344,1215.300048828125
2014-09-20,411.5,397.7,427.7,387.5,14290.0,0.0349,122.813628174305,76.32644653320312,1215.300048828125
2014-09-21,401.6,411.5,415.1,394.5,10420.0,-0.0241,122.813628174305,79.82090759277344,1215.300048828125
2014-09-22,404.1,401.6,410.8,398.6,13520.0,0.0062,122.813628174305,80.6785888671875,1216.800048828125
2014-09-23,436.9,404.1,445.5,394.8,17940.0,0.0810999999999999,122.813628174305,179.1758270263672,1221.0
2014-09-24,423.8,436.9,439.2,422.1,21370.0,-0.03,122.813628174305,146.8816375732422,1218.5999755859375
2014-09-25,412.3,423.8,427.5,409.6,14630.0,-0.0271,122.813628174305,107.52838134765624,1221.199951171875
2014-09-26,404.5,412.3,416.4,399.7,12120.0,-0.019,122.813628174305,151.3148193359375,1214.0999755859375
2014-09-27,399.0,404.5,407.1,394.7,9740.0,-0.0135,122.813628174305,128.7447509765625,1214.0999755859375
2014-09-28,379.1,399.0,402.3,374.1,13940.0,-0.05,122.813628174305,60.10707473754883,1214.0999755859375
2014-09-29,376.8,379.1,389.3,372.6,20690.0,-0.0060999999999999,122.813628174305,101.27595520019533,1217.5
2014-09-30,388.2,376.8,395.2,374.7,16920.0,0.0302999999999999,122.813628174305,97.30403137207033,1210.5
2014-10-01,382.8,388.2,395.1,381.1,17730.0,-0.0137,113.30289822371802,108.3355484008789,1214.5999755859375
2014-10-02,375.1,382.8,385.6,371.2,14300.0,-0.0200999999999999,113.30289822371802,57.60987091064453,1214.199951171875
2014-10-03,363.5,375.1,378.2,362.8,16810.0,-0.0312,113.30289822371802,103.98194122314452,1192.199951171875
2014-10-04,335.3,363.5,369.9,327.1,23040.0,-0.0774,113.30289822371802,81.08733367919922,1192.199951171875
2014-10-05,322.9,335.3,344.3,294.9,29850.0,-0.0372,113.30289822371802,50.47722244262695,1192.199951171875
2014-10-06,331.5,322.9,347.9,303.0,41170.0,0.0269,113.30289822371802,95.29304504394533,1206.699951171875
2014-10-07,331.6,331.5,345.5,321.7,30170.0,0.0003,113.30289822371802,67.60342407226562,1211.699951171875
2014-10-08,350.9,331.6,351.6,325.4,21770.0,0.0579999999999999,113.30289822371802,80.9824447631836,1205.300048828125
2014-10-09,360.9,350.9,384.6,347.6,35590.0,0.0286,113.30289822371802,75.36348724365234,1224.5999755859375
2014-10-10,361.7,360.9,378.1,353.3,28410.0,0.0022,113.30289822371802,121.7016830444336,1221.0
2014-10-11,361.2,361.7,370.1,350.5,13930.0,-0.0014,113.30289822371802,64.35458374023438,1221.0
2014-10-12,373.2,361.2,374.6,352.3,11230.0,0.0331,113.30289822371802,41.06488800048828,1221.0
2014-10-13,387.3,373.2,391.2,366.0,23580.0,0.0379,113.30289822371802,80.6785888671875,1229.300048828125
2014-10-14,397.1,387.3,407.7,385.7,28870.0,0.0253,113.30289822371802,70.293212890625,1233.5999755859375
2014-10-15,393.2,397.1,397.9,388.2,22490.0,-0.0098999999999999,113.30289822371802,89.52886199951172,1244.0999755859375
2014-10-16,379.8,393.2,398.8,371.6,20790.0,-0.0341,113.30289822371802,68.58318328857422,1240.5
2014-10-17,380.5,379.8,384.8,372.4,16570.0,0.0019,113.30289822371802,86.50884246826172,1238.300048828125
2014-10-18,390.9,380.5,395.7,373.6,9450.0,0.0273,113.30289822371802,51.01163101196289,1238.300048828125
2014-10-19,387.3,390.9,394.5,383.9,5330.0,-0.0092,113.30289822371802,57.66558837890625,1238.300048828125
2014-10-20,380.4,387.3,387.8,378.4,10560.0,-0.0178,113.30289822371802,75.8603286743164,1244.0
2014-10-21,382.4,380.4,388.2,377.4,9660.0,0.0052,113.30289822371802,60.74390411376953,1251.0
2014-10-22,378.9,382.4,383.7,377.0,10530.0,-0.0089,113.30289822371802,78.49686431884766,1244.800048828125
2014-10-23,355.8,378.9,381.1,353.5,19120.0,-0.0611,113.30289822371802,74.2879638671875,1228.5
2014-10-24,355.1,355.8,360.9,351.4,20030.0,-0.0019,113.30289822371802,91.68357849121094,1231.199951171875
2014-10-25,346.7,355.1,356.6,341.5,14040.0,-0.0236,113.30289822371802,111.97412109375,1231.199951171875
2014-10-26,348.7,346.7,356.8,344.2,11580.0,0.0056,113.30289822371802,37.7142448425293,1231.199951171875
2014-10-27,350.1,348.7,356.4,344.9,10600.0,0.0040999999999999,113.30289822371802,96.68016815185548,1229.0999755859375
2014-10-28,351.1,350.1,355.7,348.3,9430.0,0.0028,113.30289822371802,139.37872314453125,1229.199951171875
2014-10-29,335.1,351.1,352.8,334.7,12260.0,-0.0454,113.30289822371802,92.36563873291016,1224.300048828125
2014-10-30,344.9,335.1,350.4,333.4,16120.000000000002,0.0291,113.30289822371802,103.40233612060548,1198.0999755859375
2014-10-31,337.9,344.9,348.0,336.1,14000.0,-0.0203,113.30289822371802,89.83234405517578,1171.0999755859375
2014-11-01,325.4,337.9,339.0,320.7,13770.0,-0.0368,120.50506865634806,97.52098083496094,1171.0999755859375
2014-11-02,322.5,325.4,329.8,319.8,11900.0,-0.0088,120.50506865634806,44.93793487548828,1171.0999755859375
2014-11-03,324.2,322.5,332.9,321.7,13430.0,0.0052,120.50506865634806,80.91041564941406,1169.4000244140625
2014-11-04,328.0,324.2,328.8,320.1,15120.0,0.0115,120.50506865634806,79.87751770019531,1167.4000244140625
2014-11-05,338.0,328.0,342.0,326.5,15840.0,0.0306,120.50506865634806,103.51773834228516,1145.4000244140625
2014-11-06,347.7,338.0,351.1,335.7,15650.0,0.0286,120.50506865634806,41.02251052856445,1142.300048828125
2014-11-07,341.9,347.7,351.6,340.2,15020.0,-0.0167,120.50506865634806,90.21154022216795,1169.5999755859375
2014-11-08,343.5,341.9,346.3,339.8,8189.999999999999,0.0049,120.50506865634806,62.501277923583984,1169.5999755859375
2014-11-09,362.0,343.5,362.2,341.8,12630.0,0.0538999999999999,120.50506865634806,67.19204711914062,1169.5999755859375
2014-11-10,367.1,362.0,374.7,356.6,22810.0,0.0141,120.50506865634806,57.861446380615234,1159.5999755859375
2014-11-11,365.4,367.1,371.0,361.9,15790.0,-0.0046999999999999,120.50506865634806,77.03646087646484,1162.800048828125
2014-11-12,432.0,365.4,442.7,365.8,38530.0,0.1823,120.50506865634806,57.4178352355957,1158.9000244140625
2014-11-13,428.7,432.0,480.5,390.9,58200.0,-0.0077,120.50506865634806,61.54497528076172,1161.0999755859375
2014-11-14,396.5,428.7,430.2,382.0,35730.0,-0.0751,120.50506865634806,77.44579315185547,1185.0
2014-11-15,374.9,396.5,407.3,368.0,13330.0,-0.0546,120.50506865634806,97.96873474121094,1185.0
2014-11-16,385.6,374.9,390.4,370.5,14350.0,0.0287,120.50506865634806,51.25830078125,1185.0
2014-11-17,384.7,385.6,412.3,378.3,27600.0,-0.0024,120.50506865634806,136.548583984375,1183.0
2014-11-18,379.2,384.7,394.9,372.0,27090.0,-0.0144,120.50506865634806,87.40283966064453,1196.699951171875
2014-11-19,381.4,379.2,389.3,374.3,19870.0,0.006,120.50506865634806,92.2385711669922,1193.5999755859375
2014-11-20,357.3,381.4,383.0,355.1,21980.0,-0.0633,120.50506865634806,89.15814208984375,1190.699951171875
2014-11-21,351.8,357.3,358.7,343.8,23470.0,-0.0155,120.50506865634806,110.541748046875,1197.5
2014-11-22,352.0,351.8,364.2,350.5,12940.0,0.0007,120.50506865634806,54.009254455566406,1197.5
2014-11-23,365.9,352.0,370.6,352.6,12410.0,0.0393,120.50506865634806,76.59115600585938,1197.5
2014-11-24,378.9,365.9,388.7,361.9,24570.0,0.0355,120.50506865634806,142.10719299316406,1195.5
2014-11-25,376.4,378.9,395.7,370.6,45320.0,-0.0064,120.50506865634806,163.63818359375,1197.0999755859375
